NOMBRE;NUMEROCAMISETA;POSICION;NACIONALIDAD;EDAD;NOMBREEQUIPO;PIERNAHABIL;ALTURA;GOLES;PARTIDOSJUGADOS;ASISTENCIAS;REGATES;PORTERIASACERO;PARADAS;GOLESENCAJADOS;VALORDEMERCADO
Yoane Wissa;11;DELANTERO;RD Congo;28;Brentford FC;DERECHA;180;8;35;4;40;0;0;0;18.0
Vitaly Janelt;27;CENTROCAMPISTA;Alemania;26;Brentford FC;IZQUIERDA;185;1;30;2;10;0;0;0;15.0
Ben Mee;16;DEFENSA;Inglaterra;35;Brentford FC;IZQUIERDA;180;1;25;0;3;0;0;0;2.0
Frank Onyeka;15;CENTROCAMPISTA;Nigeria;26;Brentford FC;DERECHA;183;0;25;1;10;0;0;0;10.0
Ivan Toney;10;DELANTERO;Inglaterra;28;Brentford FC;DERECHA;187;4;15;2;5;0;0;0;30.0
Mads Roerslev;2;DEFENSA;Dinamarca;25;Brentford FC;DERECHA;186;0;25;3;15;0;0;0;12.0
Kevin Schade;22;DELANTERO;Alemania;22;Brentford FC;DERECHA;185;1;20;1;15;0;0;0;18.0
Saman Ghoddos;18;CENTROCAMPISTA;Irán;31;Brentford FC;DERECHA;178;0;15;1;5;0;0;0;1.0
Aaron Hickey;2;DEFENSA;Escocia;22;Brentford FC;AMBIDIESTRO;178;0;20;1;10;0;0;0;18.0
Mikkel Damsgaard;24;DELANTERO;Dinamarca;24;Brentford FC;DERECHA;178;0;15;1;10;0;0;0;8.0
Josh Dasilva;10;CENTROCAMPISTA;Inglaterra;26;Brentford FC;DERECHA;182;1;10;0;5;0;0;0;5.0
Sam Johnstone;1;PORTERO;Inglaterra;31;Crystal Palace;DERECHA;193;0;30;0;0;10;90;40;15.0
Joachim Andersen;6;DEFENSA;Dinamarca;28;Crystal Palace;DERECHA;192;2;38;2;5;0;0;0;30.0
Eberechi Eze;10;CENTROCAMPISTA;Inglaterra;26;Crystal Palace;DERECHA;178;11;35;6;65;0;0;0;55.0
Michael Olise;7;DELANTERO;Francia;23;Crystal Palace;IZQUIERDA;186;10;25;5;50;0;0;0;50.0
Marc Guéhi;2;DEFENSA;Inglaterra;24;Crystal Palace;IZQUIERDA;182;0;35;0;5;0;0;0;38.0
Dean Henderson;30;PORTERO;Inglaterra;27;Crystal Palace;DERECHA;188;0;10;0;0;2;25;10;15.0
Tyrick Mitchell;3;DEFENSA;Inglaterra;25;Crystal Palace;IZQUIERDA;175;1;38;4;25;0;0;0;25.0
Will Hughes;19;CENTROCAMPISTA;Inglaterra;29;Crystal Palace;DERECHA;173;0;20;1;5;0;0;0;6.0
Odsonne Édouard;22;DELANTERO;Francia;26;Crystal Palace;DERECHA;187;7;30;2;15;0;0;0;20.0
Jean-Philippe Mateta;14;DELANTERO;Francia;27;Crystal Palace;DERECHA;192;15;35;3;10;0;0;0;20.0
Jefferson Lerma;8;CENTROCAMPISTA;Colombia;30;Crystal Palace;DERECHA;179;1;30;1;5;0;0;0;20.0
Chris Richards;26;DEFENSA;EE. UU.;24;Crystal Palace;DERECHA;188;0;20;0;3;0;0;0;12.0
Cheick Doucouré;28;CENTROCAMPISTA;Mali;24;Crystal Palace;DERECHA;180;0;25;1;5;0;0;0;20.0
Jordan Ayew;9;DELANTERO;Ghana;33;Crystal Palace;DERECHA;182;4;38;6;30;0;0;0;5.0
Joel Ward;2;DEFENSA;Inglaterra;35;Crystal Palace;DERECHA;180;0;25;1;3;0;0;0;2.0
Jesurun Rak-Sakyi;49;DELANTERO;Inglaterra;22;Crystal Palace;DERECHA;175;1;10;1;10;0;0;0;5.0
Jeffrey Schlupp;15;CENTROCAMPISTA;Ghana;32;Crystal Palace;IZQUIERDA;178;1;20;1;10;0;0;0;4.0
Nathaniel Clyne;17;DEFENSA;Inglaterra;33;Crystal Palace;DERECHA;175;0;15;0;3;0;0;0;1.5
Naouirou Ahamada;29;CENTROCAMPISTA;Francia;22;Crystal Palace;DERECHA;184;0;15;0;5;0;0;0;5.0
Jairo Riedewald;44;CENTROCAMPISTA;Países Bajos;28;Crystal Palace;IZQUIERDA;182;0;10;0;3;0;0;0;3.0
Neto;1;PORTERO;Brasil;35;AFC Bournemouth;DERECHA;190;0;30;0;0;7;90;45;4.0
Lloyd Kelly;5;DEFENSA;Inglaterra;26;AFC Bournemouth;IZQUIERDA;190;0;35;1;5;0;0;0;25.0
Lewis Cook;4;CENTROCAMPISTA;Inglaterra;27;AFC Bournemouth;DERECHA;175;2;38;5;30;0;0;0;15.0
Dominic Solanke;9;DELANTERO;Inglaterra;27;AFC Bournemouth;DERECHA;187;19;38;3;15;0;0;0;35.0
Milos Kerkez;37;DEFENSA;Hungría;21;AFC Bournemouth;IZQUIERDA;180;0;30;3;20;0;0;0;20.0
Darren Randolph;12;PORTERO;Irlanda;37;AFC Bournemouth;DERECHA;188;0;5;0;0;1;10;5;0.5
Marcos Senesi;6;DEFENSA;Argentina;27;AFC Bournemouth;IZQUIERDA;184;2;30;0;5;0;0;0;20.0
Philip Billing;29;CENTROCAMPISTA;Dinamarca;28;AFC Bournemouth;IZQUIERDA;190;3;35;4;25;0;0;0;15.0
Justin Kluivert;19;DELANTERO;Países Bajos;25;AFC Bournemouth;DERECHA;171;2;25;2;30;0;0;0;15.0
Antoine Semenyo;24;DELANTERO;Ghana;24;AFC Bournemouth;DERECHA;179;4;30;3;35;0;0;0;15.0
Ryan Christie;10;CENTROCAMPISTA;Escocia;29;AFC Bournemouth;DERECHA;178;1;38;5;35;0;0;0;12.0
Adam Smith;15;DEFENSA;Inglaterra;33;AFC Bournemouth;DERECHA;175;0;25;1;5;0;0;0;2.0
Marcus Tavernier;16;CENTROCAMPISTA;Inglaterra;25;AFC Bournemouth;IZQUIERDA;180;3;30;5;30;0;0;0;15.0
Hamed Traorè;14;DELANTERO;Costa de Marfil;24;AFC Bournemouth;DERECHA;176;0;15;1;15;0;0;0;15.0
Illia Zabarnyi;27;DEFENSA;Ucrania;22;AFC Bournemouth;DERECHA;189;0;30;0;3;0;0;0;25.0
Enes Ünal;26;DELANTERO;Turquía;27;AFC Bournemouth;DERECHA;185;1;10;0;3;0;0;0;12.0
Alex Scott;22;CENTROCAMPISTA;Inglaterra;21;AFC Bournemouth;DERECHA;175;1;25;2;20;0;0;0;15.0
Max Aarons;3;DEFENSA;Inglaterra;24;AFC Bournemouth;DERECHA;178;0;30;2;20;0;0;0;18.0
Dango Ouattara;11;DELANTERO;Burkina Faso;22;AFC Bournemouth;DERECHA;180;1;20;1;15;0;0;0;18.0
Tyler Adams;28;CENTROCAMPISTA;EE. UU.;25;AFC Bournemouth;DERECHA;172;0;10;0;3;0;0;0;15.0
Matt Turner;1;PORTERO;EE. UU.;30;Nottingham Forest;DERECHA;193;0;15;0;0;3;40;25;4.0
Moussa Niakhaté;19;DEFENSA;Senegal;28;Nottingham Forest;IZQUIERDA;190;1;25;0;3;0;0;0;12.0
Danilo;28;CENTROCAMPISTA;Brasil;23;Nottingham Forest;DERECHA;177;2;30;2;15;0;0;0;20.0
Taiwo Awoniyi;9;DELANTERO;Nigeria;27;Nottingham Forest;DERECHA;183;11;30;3;10;0;0;0;25.0
Willy Boly;3;DEFENSA;Costa de Marfil;33;Nottingham Forest;DERECHA;190;1;20;0;3;0;0;0;4.0
Odysseas Vlachodimos;23;PORTERO;Grecia;30;Nottingham Forest;DERECHA;190;0;20;0;0;5;55;30;8.0
Murillo;4;DEFENSA;Brasil;24;Nottingham Forest;IZQUIERDA;184;0;30;0;5;0;0;0;25.0
Morgan Gibbs-White;10;CENTROCAMPISTA;Inglaterra;24;Nottingham Forest;DERECHA;180;5;38;8;50;0;0;0;35.0
Chris Wood;14;DELANTERO;Nueva Zelanda;33;Nottingham Forest;DERECHA;191;8;30;1;5;0;0;0;5.0
Anthony Elanga;21;DELANTERO;Suecia;22;Nottingham Forest;DERECHA;178;5;35;5;40;0;0;0;20.0
Ibrahim Sangaré;6;CENTROCAMPISTA;Costa de Marfil;27;Nottingham Forest;DERECHA;191;0;30;2;10;0;0;0;30.0
Neco Williams;7;DEFENSA;Gales;23;Nottingham Forest;DERECHA;178;1;25;3;20;0;0;0;15.0
Ryan Yates;22;CENTROCAMPISTA;Inglaterra;27;Nottingham Forest;DERECHA;178;1;30;1;5;0;0;0;10.0
Callum Hudson-Odoi;20;DELANTERO;Inglaterra;24;Nottingham Forest;DERECHA;180;3;25;2;30;0;0;0;18.0
Serge Aurier;24;DEFENSA;Costa de Marfil;31;Nottingham Forest;DERECHA;176;0;20;2;10;0;0;0;8.0
Divock Origi;27;DELANTERO;Bélgica;29;Nottingham Forest;DERECHA;185;0;15;1;5;0;0;0;8.0
Remo Freuler;23;CENTROCAMPISTA;Suiza;32;Nottingham Forest;DERECHA;181;0;20;1;5;0;0;0;10.0
Scott McKenna;26;DEFENSA;Escocia;28;Nottingham Forest;IZQUIERDA;190;0;15;0;3;0;0;0;6.0
Nicolás Domínguez;16;CENTROCAMPISTA;Argentina;26;Nottingham Forest;DERECHA;179;1;20;1;5;0;0;0;10.0
Cheikhou Kouyaté;8;CENTROCAMPISTA;Senegal;35;Nottingham Forest;DERECHA;189;0;10;0;3;0;0;0;2.0
James Trafford;1;PORTERO;Inglaterra;22;Burnley FC;DERECHA;190;0;46;0;0;11;135;60;10.0
Jordan Beyer;5;DEFENSA;Alemania;24;Burnley FC;DERECHA;187;0;30;0;3;0;0;0;8.0
Josh Cullen;24;CENTROCAMPISTA;Irlanda;28;Burnley FC;DERECHA;175;1;38;4;20;0;0;0;8.0
Zeki Amdouni;10;DELANTERO;Suiza;24;Burnley FC;DERECHA;185;5;35;2;15;0;0;0;18.0
Dara O'Shea;2;DEFENSA;Irlanda;25;Burnley FC;DERECHA;188;0;30;1;5;0;0;0;7.0
Arijanet Muric;49;PORTERO;Kosovo;26;Burnley FC;DERECHA;198;0;10;0;0;2;30;10;2.0
Hjalmar Ekdal;18;DEFENSA;Suecia;25;Burnley FC;DERECHA;187;0;15;0;3;0;0;0;5.0
Sander Berge;4;CENTROCAMPISTA;Noruega;26;Burnley FC;DERECHA;195;2;35;2;15;0;0;0;15.0
Lyle Foster;17;DELANTERO;Sudáfrica;24;Burnley FC;DERECHA;185;4;25;1;10;0;0;0;10.0
Anass Zaroury;19;DELANTERO;Marruecos;24;Burnley FC;DERECHA;177;1;20;1;15;0;0;0;10.0
Manuel Benson;7;CENTROCAMPISTA;Bélgica;27;Burnley FC;DERECHA;175;1;15;1;10;0;0;0;4.0
Charlie Taylor;3;DEFENSA;Inglaterra;31;Burnley FC;IZQUIERDA;180;0;30;3;10;0;0;0;3.0
Josh Brownhill;8;CENTROCAMPISTA;Inglaterra;28;Burnley FC;DERECHA;178;3;38;5;30;0;0;0;10.0
Wout Weghorst;9;DELANTERO;Países Bajos;32;Burnley FC;DERECHA;197;2;10;1;3;0;0;0;6.0
Vitinho;22;DEFENSA;Brasil;25;Burnley FC;DERECHA;178;1;25;2;15;0;0;0;7.0
Wilson Odobert;37;DELANTERO;Francia;20;Burnley FC;IZQUIERDA;182;2;25;1;20;0;0;0;12.0
Johann Berg Guðmundsson;24;CENTROCAMPISTA;Islandia;34;Burnley FC;IZQUIERDA;187;0;15;1;5;0;0;0;1.0
Connor Roberts;14;DEFENSA;Gales;29;Burnley FC;DERECHA;178;1;20;2;10;0;0;0;5.0
Mike Trésor;30;DELANTERO;Bélgica;25;Burnley FC;IZQUIERDA;178;1;10;1;10;0;0;0;8.0
Aaron Ramsey;21;CENTROCAMPISTA;Inglaterra;21;Burnley FC;DERECHA;180;1;15;1;10;0;0;0;8.0
Illan Meslier;1;PORTERO;Francia;24;Leeds United FC;DERECHA;196;0;46;0;0;17;140;50;15.0
Pascal Struijk;21;DEFENSA;Países Bajos;25;Leeds United FC;IZQUIERDA;185;2;40;1;5;0;0;0;15.0
Ethan Ampadu;4;CENTROCAMPISTA;Gales;24;Leeds United FC;DERECHA;178;1;46;2;20;0;0;0;18.0
Patrick Bamford;9;DELANTERO;Inglaterra;31;Leeds United FC;DERECHA;185;12;40;4;10;0;0;0;10.0
Junior Firpo;3;DEFENSA;República Dominicana;28;Leeds United FC;IZQUIERDA;184;1;35;4;30;0;0;0;8.0
Kristoffer Klaesson;22;PORTERO;Noruega;24;Leeds United FC;DERECHA;190;0;5;0;0;1;10;5;1.0
Liam Cooper;6;DEFENSA;Escocia;33;Leeds United FC;IZQUIERDA;188;0;20;0;2;0;0;0;2.0
Glen Kamara;8;CENTROCAMPISTA;Finlandia;29;Leeds United FC;DERECHA;181;1;30;2;10;0;0;0;5.0
Georginio Rutter;24;DELANTERO;Francia;22;Leeds United FC;DERECHA;180;6;40;10;50;0;0;0;20.0
Daniel James;20;DELANTERO;Gales;27;Leeds United FC;DERECHA;170;13;45;7;70;0;0;0;18.0
Tyler Adams;12;CENTROCAMPISTA;EE. UU.;25;Leeds United FC;DERECHA;172;0;10;0;3;0;0;0;15.0
Luke Ayling;2;DEFENSA;Inglaterra;33;Leeds United FC;DERECHA;183;0;25;3;10;0;0;0;2.0
Archie Gray;22;CENTROCAMPISTA;Inglaterra;18;Leeds United FC;DERECHA;184;1;45;2;25;0;0;0;20.0
Crysencio Summerville;10;DELANTERO;Países Bajos;23;Leeds United FC;DERECHA;175;18;43;9;95;0;0;0;35.0
Rasmus Kristensen;25;DEFENSA;Dinamarca;27;Leeds United FC;DERECHA;186;0;15;1;5;0;0;0;10.0
Wilfried Gnonto;29;DELANTERO;Italia;21;Leeds United FC;DERECHA;170;2;20;1;20;0;0;0;15.0
Sam Greenwood;42;CENTROCAMPISTA;Inglaterra;22;Leeds United FC;IZQUIERDA;185;1;15;1;10;0;0;0;4.0
Max Wöber;39;DEFENSA;Austria;26;Leeds United FC;IZQUIERDA;189;0;10;0;3;0;0;0;10.0
Jack Harrison;11;DELANTERO;Inglaterra;28;Leeds United FC;IZQUIERDA;175;3;15;2;15;0;0;0;20.0
Djed Spence;14;DEFENSA;Inglaterra;24;Leeds United FC;DERECHA;184;0;10;1;5;0;0;0;8.0
Manuel Neuer;1;PORTERO;Alemania;38;Bayern Munich;DERECHA;193;0;30;1;0;12;90;35;5.0
Matthijs de Ligt;4;DEFENSA;Países Bajos;25;Bayern Munich;DERECHA;189;2;25;0;5;0;0;0;65.0
Joshua Kimmich;6;CENTROCAMPISTA;Alemania;29;Bayern Munich;DERECHA;177;5;35;10;30;0;0;0;50.0
Harry Kane;9;DELANTERO;Inglaterra;31;Bayern Munich;DERECHA;188;36;32;11;10;0;0;0;100.0
Dayot Upamecano;2;DEFENSA;Francia;26;Bayern Munich;DERECHA;186;1;30;1;5;0;0;0;45.0
Sven Ulreich;26;PORTERO;Alemania;36;Bayern Munich;DERECHA;187;0;5;0;0;1;15;5;1.0
Min-jae Kim;3;DEFENSA;Corea del Sur;28;Bayern Munich;DERECHA;190;1;28;0;3;0;0;0;55.0
Leon Goretzka;8;CENTROCAMPISTA;Alemania;29;Bayern Munich;DERECHA;189;6;30;4;20;0;0;0;30.0
Leroy Sané;10;DELANTERO;Alemania;28;Bayern Munich;IZQUIERDA;183;10;35;12;70;0;0;0;60.0
Jamal Musiala;42;DELANTERO;Alemania;21;Bayern Munich;DERECHA;184;13;38;7;90;0;0;0;110.0
Konrad Laimer;27;CENTROCAMPISTA;Austria;27;Bayern Munich;DERECHA;180;0;30;1;10;0;0;0;20.0
Alphonso Davies;19;DEFENSA;Canadá;24;Bayern Munich;IZQUIERDA;183;2;35;5;80;0;0;0;50.0
Raphaël Guerreiro;22;CENTROCAMPISTA;Portugal;31;Bayern Munich;IZQUIERDA;170;3;25;4;25;0;0;0;15.0
Serge Gnabry;7;DELANTERO;Alemania;29;Bayern Munich;DERECHA;176;5;20;3;30;0;0;0;25.0
Noussair Mazraoui;40;DEFENSA;Marruecos;27;Bayern Munich;DERECHA;183;0;20;3;20;0;0;0;20.0
Mathys Tel;39;DELANTERO;Francia;19;Bayern Munich;DERECHA;183;5;25;1;20;0;0;0;50.0
Aleksandar Pavlović;45;CENTROCAMPISTA;Alemania;20;Bayern Munich;DERECHA;185;2;20;2;10;0;0;0;25.0
Bouna Sarr;20;DEFENSA;Senegal;32;Bayern Munich;DERECHA;177;0;5;0;3;0;0;0;1.0
Kingsley Coman;11;DELANTERO;Francia;28;Bayern Munich;DERECHA;171;4;20;4;40;0;0;0;50.0
Thomas Müller;25;DELANTERO;Alemania;35;Bayern Munich;DERECHA;186;5;30;8;15;0;0;0;12.0
Gregor Kobel;1;PORTERO;Suiza;27;Borussia Dortmund;DERECHA;194;0;35;0;0;12;105;40;35.0
Mats Hummels;15;DEFENSA;Alemania;36;Borussia Dortmund;DERECHA;191;3;30;1;5;0;0;0;8.0
Emre Can;23;CENTROCAMPISTA;Alemania;30;Borussia Dortmund;DERECHA;186;2;35;1;15;0;0;0;15.0
Niclas Füllkrug;14;DELANTERO;Alemania;31;Borussia Dortmund;DERECHA;189;15;32;9;8;0;0;0;15.0
Nico Schlotterbeck;4;DEFENSA;Alemania;25;Borussia Dortmund;IZQUIERDA;191;0;35;4;10;0;0;0;40.0
Alexander Meyer;33;PORTERO;Alemania;33;Borussia Dortmund;DERECHA;195;0;5;0;0;1;15;5;1.0
Niklas Süle;25;DEFENSA;Alemania;29;Borussia Dortmund;DERECHA;195;1;25;0;3;0;0;0;20.0
Marcel Sabitzer;20;CENTROCAMPISTA;Austria;30;Borussia Dortmund;DERECHA;178;3;30;5;20;0;0;0;18.0
Donyell Malen;21;DELANTERO;Países Bajos;25;Borussia Dortmund;DERECHA;179;13;35;2;45;0;0;0;35.0
Sébastien Haller;9;DELANTERO;Costa de Marfil;30;Borussia Dortmund;DERECHA;190;2;15;1;5;0;0;0;15.0
Julian Brandt;19;CENTROCAMPISTA;Alemania;28;Borussia Dortmund;DERECHA;185;9;38;14;55;0;0;0;40.0
Julian Ryerson;26;DEFENSA;Noruega;27;Borussia Dortmund;DERECHA;177;1;30;3;15;0;0;0;15.0
Felix Nmecha;8;CENTROCAMPISTA;Alemania;24;Borussia Dortmund;DERECHA;185;1;20;1;10;0;0;0;15.0
Jamie Bynoe-Gittens;43;DELANTERO;Inglaterra;20;Borussia Dortmund;DERECHA;181;2;25;4;40;0;0;0;25.0
Ramy Bensebaini;5;DEFENSA;Argelia;29;Borussia Dortmund;IZQUIERDA;186;0;25;2;15;0;0;0;15.0
Youssoufa Moukoko;18;DELANTERO;Alemania;20;Borussia Dortmund;DERECHA;179;3;20;1;10;0;0;0;20.0
Salih Özcan;6;CENTROCAMPISTA;Turquía;26;Borussia Dortmund;DERECHA;180;0;25;1;5;0;0;0;10.0
Marius Wolf;17;DEFENSA;Alemania;29;Borussia Dortmund;DERECHA;187;1;30;3;15;0;0;0;8.0
Marco Reus;11;CENTROCAMPISTA;Alemania;35;Borussia Dortmund;DERECHA;180;6;25;5;20;0;0;0;7.0
Karim Adeyemi;27;DELANTERO;Alemania;22;Borussia Dortmund;DERECHA;177;3;20;3;30;0;0;0;28.0
Péter Gulácsi;1;PORTERO;Hungría;34;RB Leipzig;DERECHA;190;0;30;0;0;10;90;40;5.0
Willi Orbán;4;DEFENSA;Hungría;32;RB Leipzig;DERECHA;186;2;25;0;3;0;0;0;10.0
Xavi Simons;20;CENTROCAMPISTA;Países Bajos;21;RB Leipzig;DERECHA;168;8;35;11;85;0;0;0;80.0
Loïs Openda;17;DELANTERO;Bélgica;24;RB Leipzig;DERECHA;177;24;36;4;40;0;0;0;60.0
Mohamed Simakan;2;DEFENSA;Francia;24;RB Leipzig;DERECHA;187;1;30;2;10;0;0;0;35.0
Janis Blaswich;21;PORTERO;Alemania;33;RB Leipzig;DERECHA;193;0;8;0;0;2;20;10;2.0
David Raum;22;DEFENSA;Alemania;26;RB Leipzig;IZQUIERDA;180;1;30;7;30;0;0;0;25.0
Amadou Haidara;8;CENTROCAMPISTA;Mali;26;RB Leipzig;DERECHA;174;1;30;2;15;0;0;0;18.0
Timo Werner;11;DELANTERO;Alemania;28;RB Leipzig;DERECHA;180;2;15;1;10;0;0;0;15.0
Yussuf Poulsen;9;DELANTERO;Dinamarca;30;RB Leipzig;DERECHA;193;5;30;2;5;0;0;0;8.0
Emil Forsberg;10;CENTROCAMPISTA;Suecia;33;RB Leipzig;DERECHA;179;4;25;5;25;0;0;0;10.0
Castello Lukeba;23;DEFENSA;Francia;22;RB Leipzig;IZQUIERDA;183;1;35;0;5;0;0;0;40.0
Kevin Kampl;44;CENTROCAMPISTA;Eslovenia;34;RB Leipzig;DERECHA;178;0;20;1;5;0;0;0;5.0
Benjamin Šeško;30;DELANTERO;Eslovenia;21;RB Leipzig;DERECHA;195;7;25;1;10;0;0;0;40.0
Lukas Klostermann;16;DEFENSA;Alemania;28;RB Leipzig;DERECHA;189;1;25;1;5;0;0;0;15.0
Dani Olmo;7;CENTROCAMPISTA;España;26;RB Leipzig;DERECHA;179;4;20;5;40;0;0;0;50.0
Christoph Baumgartner;14;CENTROCAMPISTA;Austria;25;RB Leipzig;DERECHA;179;2;25;3;20;0;0;0;20.0
Benjamin Henrichs;39;DEFENSA;Alemania;27;RB Leipzig;DERECHA;183;1;30;4;25;0;0;0;20.0
Eljif Elmas;6;CENTROCAMPISTA;Macedonia del Norte;25;RB Leipzig;DERECHA;182;1;15;1;10;0;0;0;20.0
Nicolas Seiwald;24;CENTROCAMPISTA;Austria;23;RB Leipzig;DERECHA;178;0;20;1;5;0;0;0;18.0
Lukáš Hrádecký;1;PORTERO;Finlandia;35;Bayer Leverkusen;DERECHA;192;0;34;0;0;14;100;30;3.0
Jonathan Tah;4;DEFENSA;Alemania;28;Bayer Leverkusen;DERECHA;195;6;33;0;5;0;0;0;30.0
Granit Xhaka;34;CENTROCAMPISTA;Suiza;32;Bayer Leverkusen;IZQUIERDA;186;3;38;7;20;0;0;0;20.0
Victor Boniface;22;DELANTERO;Nigeria;24;Bayer Leverkusen;DERECHA;190;18;35;10;40;0;0;0;40.0
Edmond Tapsoba;12;DEFENSA;Burkina Faso;25;Bayer Leverkusen;DERECHA;192;0;33;1;5;0;0;0;45.0
Matěj Kovář;17;PORTERO;República Checa;24;Bayer Leverkusen;DERECHA;196;0;4;0;0;1;10;5;5.0
Odilon Kossounou;6;DEFENSA;Costa de Marfil;23;Bayer Leverkusen;DERECHA;191;1;25;1;5;0;0;0;25.0
Florian Wirtz;10;CENTROCAMPISTA;Alemania;21;Bayer Leverkusen;DERECHA;177;11;38;16;95;0;0;0;130.0
Patrik Schick;14;DELANTERO;República Checa;28;Bayer Leverkusen;IZQUIERDA;187;7;20;2;5;0;0;0;22.0
Amine Adli;21;DELANTERO;Francia;24;Bayer Leverkusen;DERECHA;178;5;30;7;50;0;0;0;25.0
Exequiel Palacios;25;CENTROCAMPISTA;Argentina;26;Bayer Leverkusen;DERECHA;177;4;35;3;20;0;0;0;40.0
Piero Hincapié;3;DEFENSA;Ecuador;22;Bayer Leverkusen;IZQUIERDA;184;1;30;1;10;0;0;0;35.0
Robert Andrich;8;CENTROCAMPISTA;Alemania;30;Bayer Leverkusen;DERECHA;189;2;30;4;15;0;0;0;15.0
Jonas Hofmann;7;DELANTERO;Alemania;32;Bayer Leverkusen;DERECHA;178;5;35;10;40;0;0;0;15.0
Josip Stanišić;24;DEFENSA;Croacia;24;Bayer Leverkusen;DERECHA;186;0;25;2;10;0;0;0;18.0
Nathan Tella;19;DELANTERO;Nigeria;25;Bayer Leverkusen;DERECHA;181;4;25;2;25;0;0;0;15.0
Gustavo Puerta;32;CENTROCAMPISTA;Colombia;21;Bayer Leverkusen;DERECHA;180;0;10;0;5;0;0;0;5.0
Mitchel Bakker;5;DEFENSA;Países Bajos;24;Bayer Leverkusen;IZQUIERDA;185;0;15;1;10;0;0;0;10.0
Adam Hložek;23;DELANTERO;República Checa;22;Bayer Leverkusen;DERECHA;188;2;20;3;10;0;0;0;15.0
Jeremie Frimpong;30;DEFENSA;Países Bajos;24;Bayer Leverkusen;DERECHA;171;9;35;11;70;0;0;0;50.0
Jonas Omlin;1;PORTERO;Suiza;30;Borussia Mönchengladbach;DERECHA;190;0;25;0;0;8;75;35;6.0
Ko Itakura;3;DEFENSA;Japón;27;Borussia Mönchengladbach;DERECHA;184;0;30;0;5;0;0;0;15.0
Julian Weigl;8;CENTROCAMPISTA;Alemania;29;Borussia Mönchengladbach;DERECHA;187;1;30;2;10;0;0;0;10.0
Alassane Pléa;14;DELANTERO;Francia;31;Borussia Mönchengladbach;DERECHA;183;7;35;8;40;0;0;0;8.0
Nico Elvedi;30;DEFENSA;Suiza;28;Borussia Mönchengladbach;DERECHA;189;0;35;0;5;0;0;0;12.0
Moritz Nicolas;33;PORTERO;Alemania;27;Borussia Mönchengladbach;DERECHA;190;0;10;0;0;2;30;10;1.0
Marvin Friedrich;5;DEFENSA;Alemania;29;Borussia Mönchengladbach;DERECHA;190;1;20;0;3;0;0;0;4.0
Manu Koné;17;CENTROCAMPISTA;Francia;23;Borussia Mönchengladbach;DERECHA;185;1;25;2;30;0;0;0;25.0
Tomáš Čvančara;31;DELANTERO;República Checa;24;Borussia Mönchengladbach;DERECHA;185;5;20;1;5;0;0;0;10.0
Jordan Siebatcheu;13;DELANTERO;EE. UU.;28;Borussia Mönchengladbach;DERECHA;190;3;15;1;5;0;0;0;5.0
Christoph Kramer;6;CENTROCAMPISTA;Alemania;33;Borussia Mönchengladbach;DERECHA;191;0;25;1;5;0;0;0;3.0
Joe Scally;29;DEFENSA;EE. UU.;21;Borussia Mönchengladbach;DERECHA;178;1;30;3;15;0;0;0;15.0
Florian Neuhaus;10;CENTROCAMPISTA;Alemania;27;Borussia Mönchengladbach;DERECHA;183;3;25;4;20;0;0;0;15.0
Robin Hack;25;DELANTERO;Alemania;26;Borussia Mönchengladbach;DERECHA;175;4;20;2;15;0;0;0;5.0
Luca Netz;20;DEFENSA;Alemania;21;Borussia Mönchengladbach;IZQUIERDA;180;0;25;3;20;0;0;0;10.0
Franck Honorat;9;DELANTERO;Francia;28;Borussia Mönchengladbach;DERECHA;178;3;25;4;30;0;0;0;8.0
Rocco Reitz;27;CENTROCAMPISTA;Alemania;22;Borussia Mönchengladbach;DERECHA;182;1;20;1;5;0;0;0;4.0
Stefan Lainer;18;DEFENSA;Austria;32;Borussia Mönchengladbach;DERECHA;175;0;15;1;5;0;0;0;2.0
Patrick Herrmann;7;DELANTERO;Alemania;33;Borussia Mönchengladbach;DERECHA;179;1;10;0;3;0;0;0;1.0
Tony Jantschke;24;DEFENSA;Alemania;34;Borussia Mönchengladbach;DERECHA;177;0;5;0;1;0;0;0;0.5
Kevin Trapp;1;PORTERO;Alemania;34;Eintracht Frankfurt;DERECHA;189;0;38;0;0;10;110;50;8.0
Robin Koch;4;DEFENSA;Alemania;28;Eintracht Frankfurt;DERECHA;190;3;35;1;5;0;0;0;25.0
Ellyes Skhiri;15;CENTROCAMPISTA;Túnez;29;Eintracht Frankfurt;DERECHA;185;2;30;1;10;0;0;0;12.0
Omar Marmoush;7;DELANTERO;Egipto;25;Eintracht Frankfurt;DERECHA;183;12;35;6;50;0;0;0;30.0
Willian Pacho;3;DEFENSA;Ecuador;23;Eintracht Frankfurt;IZQUIERDA;187;0;38;0;5;0;0;0;35.0
Jens Grahl;33;PORTERO;Alemania;36;Eintracht Frankfurt;DERECHA;191;0;5;0;0;1;10;5;0.5
Makoto Hasebe;20;DEFENSA;Japón;40;Eintracht Frankfurt;DERECHA;180;0;10;0;1;0;0;0;0.5
Mario Götze;27;CENTROCAMPISTA;Alemania;32;Eintracht Frankfurt;DERECHA;176;4;30;6;35;0;0;0;6.0
Hugo Ekitike;11;DELANTERO;Francia;22;Eintracht Frankfurt;DERECHA;190;3;15;1;10;0;0;0;20.0
